Date;Day;Week;Month;Product;Division;Actual Cost ($);Target Overage vs Budget %;Allocated Budget ($);Variance ($);Variance %
2025-01-09;Thursday;Week 2;Month 1;Internal Data Platform;AI Engineering;$43,25;8,50%;$39,86;$3,39;8,50%
2025-01-09;Thursday;Week 2;Month 1;Internal Data Platform;Business Analytics;$115,21;6,50%;$108,18;$7,03;6,50%
2025-01-09;Thursday;Week 2;Month 1;Internal Data Platform;Data Engineering;$7,01;7,50%;$6,52;$0,49;7,50%
2025-01-09;Thursday;Week 2;Month 1;Internal Data Platform;Platform / Cloud Operations;$0,55;8,00%;$0,51;$0,04;8,00%
2025-01-09;Thursday;Week 2;Month 1;Internal Data Platform;Product Engineering;$8,72;7,00%;$8,15;$0,57;7,00%
2025-01-10;Friday;Week 2;Month 1;AI Assistant;AI Engineering;$0,61;11,50%;$0,54;$0,06;11,50%
2025-01-10;Friday;Week 2;Month 1;AI Assistant;Business Analytics;$66,26;9,50%;$60,51;$5,75;9,50%
2025-01-10;Friday;Week 2;Month 1;AI Assistant;Data Engineering;$4,63;10,50%;$4,19;$0,44;10,50%
2025-01-10;Friday;Week 2;Month 1;AI Assistant;Platform / Cloud Operations;$11,45;11,00%;$10,31;$1,13;11,00%
2025-01-10;Friday;Week 2;Month 1;AI Assistant;Product Engineering;$101,62;10,00%;$92,39;$9,24;10,00%
2025-01-10;Friday;Week 2;Month 1;Analytics Platform;AI Engineering;$197,51;7,00%;$184,58;$12,92;7,00%
2025-01-10;Friday;Week 2;Month 1;Analytics Platform;Business Analytics;$0,80;5,00%;$0,76;$0,04;5,00%
2025-01-10;Friday;Week 2;Month 1;Analytics Platform;Data Engineering;$3,54;6,00%;$3,34;$0,20;6,00%
2025-01-10;Friday;Week 2;Month 1;Analytics Platform;Platform / Cloud Operations;$1,93;6,50%;$1,81;$0,12;6,50%
2025-01-10;Friday;Week 2;Month 1;Analytics Platform;Product Engineering;$83,07;5,50%;$78,74;$4,33;5,50%
2025-01-10;Friday;Week 2;Month 1;Customer App;AI Engineering;$139,67;5,50%;$132,39;$7,28;5,50%
2025-01-10;Friday;Week 2;Month 1;Customer App;Business Analytics;$15,65;3,50%;$15,12;$0,53;3,50%
2025-01-10;Friday;Week 2;Month 1;Customer App;Data Engineering;$1,51;4,50%;$1,44;$0,06;4,50%
2025-01-10;Friday;Week 2;Month 1;Customer App;Platform / Cloud Operations;$138,01;5,00%;$131,44;$6,57;5,00%
2025-01-10;Friday;Week 2;Month 1;Customer App;Product Engineering;$1,27;4,00%;$1,23;$0,05;4,00%
2025-01-10;Friday;Week 2;Month 1;Innovation Lab Projects;AI Engineering;$2,76;13,50%;$2,43;$0,33;13,50%
2025-01-10;Friday;Week 2;Month 1;Innovation Lab Projects;Business Analytics;$1,49;11,50%;$1,33;$0,15;11,50%
2025-01-10;Friday;Week 2;Month 1;Innovation Lab Projects;Data Engineering;$25,84;12,50%;$22,96;$2,87;12,50%
2025-01-10;Friday;Week 2;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$18,19;13,00%;$16,10;$2,09;13,00%
2025-01-10;Friday;Week 2;Month 1;Innovation Lab Projects;Product Engineering;$7,69;12,00%;$6,87;$0,82;12,00%
2025-01-10;Friday;Week 2;Month 1;Internal Data Platform;AI Engineering;$8,72;8,50%;$8,04;$0,68;8,50%
2025-01-10;Friday;Week 2;Month 1;Internal Data Platform;Business Analytics;$170,69;6,50%;$160,27;$10,42;6,50%
2025-01-10;Friday;Week 2;Month 1;Internal Data Platform;Data Engineering;$33,93;7,50%;$31,56;$2,37;7,50%
2025-01-10;Friday;Week 2;Month 1;Internal Data Platform;Platform / Cloud Operations;$120,31;8,00%;$111,40;$8,91;8,00%
2025-01-10;Friday;Week 2;Month 1;Internal Data Platform;Product Engineering;$40,19;7,00%;$37,56;$2,63;7,00%
2025-01-11;Saturday;Week 2;Month 1;AI Assistant;AI Engineering;$61,60;11,50%;$55,25;$6,35;11,50%
2025-01-11;Saturday;Week 2;Month 1;AI Assistant;Business Analytics;$178,71;9,50%;$163,20;$15,50;9,50%
2025-01-11;Saturday;Week 2;Month 1;AI Assistant;Data Engineering;$47,49;10,50%;$42,98;$4,51;10,50%
2025-01-11;Saturday;Week 2;Month 1;AI Assistant;Platform / Cloud Operations;$179,22;11,00%;$161,46;$17,76;11,00%
2025-01-11;Saturday;Week 2;Month 1;AI Assistant;Product Engineering;$21,94;10,00%;$19,95;$1,99;10,00%
2025-01-11;Saturday;Week 2;Month 1;Analytics Platform;AI Engineering;$177,06;7,00%;$165,48;$11,58;7,00%
2025-01-11;Saturday;Week 2;Month 1;Analytics Platform;Business Analytics;$16,09;5,00%;$15,32;$0,77;5,00%
2025-01-11;Saturday;Week 2;Month 1;Analytics Platform;Data Engineering;$5,44;6,00%;$5,13;$0,31;6,00%
2025-01-11;Saturday;Week 2;Month 1;Analytics Platform;Platform / Cloud Operations;$19,90;6,50%;$18,68;$1,21;6,50%
2025-01-11;Saturday;Week 2;Month 1;Analytics Platform;Product Engineering;$28,32;5,50%;$26,85;$1,48;5,50%
2025-01-11;Saturday;Week 2;Month 1;Customer App;AI Engineering;$6,28;5,50%;$5,96;$0,33;5,50%
2025-01-11;Saturday;Week 2;Month 1;Customer App;Business Analytics;$3,54;3,50%;$3,42;$0,12;3,50%
2025-01-11;Saturday;Week 2;Month 1;Customer App;Data Engineering;$4,46;4,50%;$4,27;$0,19;4,50%
2025-01-11;Saturday;Week 2;Month 1;Customer App;Platform / Cloud Operations;$7,46;5,00%;$7,10;$0,36;5,00%
2025-01-11;Saturday;Week 2;Month 1;Customer App;Product Engineering;$89,34;4,00%;$85,91;$3,44;4,00%
2025-01-11;Saturday;Week 2;Month 1;Innovation Lab Projects;AI Engineering;$6,77;13,50%;$5,97;$0,81;13,50%
2025-01-11;Saturday;Week 2;Month 1;Innovation Lab Projects;Business Analytics;$41,58;11,50%;$37,29;$4,29;11,50%
2025-01-11;Saturday;Week 2;Month 1;Innovation Lab Projects;Data Engineering;$2,86;12,50%;$2,54;$0,32;12,50%
2025-01-11;Saturday;Week 2;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$44,68;13,00%;$39,54;$5,14;13,00%
2025-01-11;Saturday;Week 2;Month 1;Innovation Lab Projects;Product Engineering;$105,61;12,00%;$94,30;$11,32;12,00%
2025-01-11;Saturday;Week 2;Month 1;Internal Data Platform;AI Engineering;$0,42;8,50%;$0,38;$0,03;8,50%
2025-01-11;Saturday;Week 2;Month 1;Internal Data Platform;Business Analytics;$41,97;6,50%;$39,41;$2,56;6,50%
2025-01-11;Saturday;Week 2;Month 1;Internal Data Platform;Data Engineering;$0,71;7,50%;$0,66;$0,05;7,50%
2025-01-11;Saturday;Week 2;Month 1;Internal Data Platform;Platform / Cloud Operations;$109,54;8,00%;$101,43;$8,11;8,00%
2025-01-11;Saturday;Week 2;Month 1;Internal Data Platform;Product Engineering;$1,56;7,00%;$1,46;$0,10;7,00%
2025-01-12;Sunday;Week 2;Month 1;AI Assistant;AI Engineering;$1,52;11,50%;$1,37;$0,16;11,50%
2025-01-12;Sunday;Week 2;Month 1;AI Assistant;Business Analytics;$0,72;9,50%;$0,66;$0,06;9,50%
2025-01-12;Sunday;Week 2;Month 1;AI Assistant;Data Engineering;$54,66;10,50%;$49,46;$5,19;10,50%
2025-01-12;Sunday;Week 2;Month 1;AI Assistant;Platform / Cloud Operations;$10,99;11,00%;$9,90;$1,09;11,00%
2025-01-12;Sunday;Week 2;Month 1;AI Assistant;Product Engineering;$26,38;10,00%;$23,99;$2,40;10,00%
2025-01-12;Sunday;Week 2;Month 1;Analytics Platform;AI Engineering;$16,25;7,00%;$15,19;$1,06;7,00%
2025-01-12;Sunday;Week 2;Month 1;Analytics Platform;Business Analytics;$6,88;5,00%;$6,56;$0,33;5,00%
2025-01-12;Sunday;Week 2;Month 1;Analytics Platform;Data Engineering;$88,01;6,00%;$83,03;$4,98;6,00%
2025-01-12;Sunday;Week 2;Month 1;Analytics Platform;Platform / Cloud Operations;$4,97;6,50%;$4,66;$0,30;6,50%
2025-01-12;Sunday;Week 2;Month 1;Analytics Platform;Product Engineering;$136,24;5,50%;$129,14;$7,10;5,50%
2025-01-12;Sunday;Week 2;Month 1;Customer App;AI Engineering;$1,21;5,50%;$1,14;$0,06;5,50%
2025-01-12;Sunday;Week 2;Month 1;Customer App;Business Analytics;$15,65;3,50%;$15,12;$0,53;3,50%
2025-01-12;Sunday;Week 2;Month 1;Customer App;Data Engineering;$170,18;4,50%;$162,85;$7,33;4,50%
2025-01-12;Sunday;Week 2;Month 1;Customer App;Platform / Cloud Operations;$12,23;5,00%;$11,65;$0,58;5,00%
2025-01-12;Sunday;Week 2;Month 1;Customer App;Product Engineering;$25,84;4,00%;$24,85;$0,99;4,00%
2025-01-12;Sunday;Week 2;Month 1;Innovation Lab Projects;AI Engineering;$65,88;13,50%;$58,05;$7,84;13,50%
2025-01-12;Sunday;Week 2;Month 1;Innovation Lab Projects;Business Analytics;$80,81;11,50%;$72,48;$8,34;11,50%
2025-01-12;Sunday;Week 2;Month 1;Innovation Lab Projects;Data Engineering;$19,20;12,50%;$17,06;$2,13;12,50%
2025-01-12;Sunday;Week 2;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$5,31;13,00%;$4,70;$0,61;13,00%
2025-01-12;Sunday;Week 2;Month 1;Innovation Lab Projects;Product Engineering;$36,99;12,00%;$33,02;$3,96;12,00%
2025-01-12;Sunday;Week 2;Month 1;Internal Data Platform;AI Engineering;$3,22;8,50%;$2,96;$0,25;8,50%
2025-01-12;Sunday;Week 2;Month 1;Internal Data Platform;Business Analytics;$16,62;6,50%;$15,60;$1,01;6,50%
2025-01-12;Sunday;Week 2;Month 1;Internal Data Platform;Data Engineering;$30,95;7,50%;$28,79;$2,16;7,50%
2025-01-12;Sunday;Week 2;Month 1;Internal Data Platform;Platform / Cloud Operations;$1,71;8,00%;$1,59;$0,13;8,00%
2025-01-12;Sunday;Week 2;Month 1;Internal Data Platform;Product Engineering;$1,24;7,00%;$1,16;$0,08;7,00%
2025-01-13;Monday;Week 3;Month 1;AI Assistant;AI Engineering;$0,61;11,50%;$0,55;$0,06;11,50%
2025-01-13;Monday;Week 3;Month 1;AI Assistant;Business Analytics;$25,71;9,50%;$23,48;$2,23;9,50%
2025-01-13;Monday;Week 3;Month 1;AI Assistant;Data Engineering;$10,19;10,50%;$9,22;$0,97;10,50%
2025-01-13;Monday;Week 3;Month 1;AI Assistant;Platform / Cloud Operations;$0,96;11,00%;$0,86;$0,09;11,00%
2025-01-13;Monday;Week 3;Month 1;AI Assistant;Product Engineering;$16,40;10,00%;$14,91;$1,49;10,00%
2025-01-13;Monday;Week 3;Month 1;Analytics Platform;AI Engineering;$14,33;7,00%;$13,39;$0,94;7,00%
2025-01-13;Monday;Week 3;Month 1;Analytics Platform;Business Analytics;$1,35;5,00%;$1,29;$0,06;5,00%
2025-01-13;Monday;Week 3;Month 1;Analytics Platform;Data Engineering;$0,60;6,00%;$0,56;$0,03;6,00%
2025-01-13;Monday;Week 3;Month 1;Analytics Platform;Platform / Cloud Operations;$1,41;6,50%;$1,33;$0,09;6,50%
2025-01-13;Monday;Week 3;Month 1;Analytics Platform;Product Engineering;$20,77;5,50%;$19,68;$1,08;5,50%
2025-01-13;Monday;Week 3;Month 1;Customer App;AI Engineering;$7,62;5,50%;$7,23;$0,40;5,50%
2025-01-13;Monday;Week 3;Month 1;Customer App;Business Analytics;$8,65;3,50%;$8,35;$0,29;3,50%
2025-01-13;Monday;Week 3;Month 1;Customer App;Data Engineering;$4,83;4,50%;$4,62;$0,21;4,50%
2025-01-13;Monday;Week 3;Month 1;Customer App;Platform / Cloud Operations;$2,30;5,00%;$2,19;$0,11;5,00%
2025-01-13;Monday;Week 3;Month 1;Customer App;Product Engineering;$9,32;4,00%;$8,96;$0,36;4,00%
2025-01-13;Monday;Week 3;Month 1;Innovation Lab Projects;AI Engineering;$42,41;13,50%;$37,37;$5,04;13,50%
2025-01-13;Monday;Week 3;Month 1;Innovation Lab Projects;Business Analytics;$6,97;11,50%;$6,25;$0,72;11,50%
2025-01-13;Monday;Week 3;Month 1;Innovation Lab Projects;Data Engineering;$217,37;12,50%;$193,22;$24,15;12,50%
2025-01-13;Monday;Week 3;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$130,22;13,00%;$115,24;$14,98;13,00%
2025-01-13;Monday;Week 3;Month 1;Innovation Lab Projects;Product Engineering;$16,09;12,00%;$14,37;$1,72;12,00%
2025-01-13;Monday;Week 3;Month 1;Internal Data Platform;AI Engineering;$3,75;8,50%;$3,46;$0,29;8,50%
2025-01-13;Monday;Week 3;Month 1;Internal Data Platform;Business Analytics;$21,75;6,50%;$20,43;$1,33;6,50%
2025-01-13;Monday;Week 3;Month 1;Internal Data Platform;Data Engineering;$0,31;7,50%;$0,29;$0,02;7,50%
2025-01-13;Monday;Week 3;Month 1;Internal Data Platform;Platform / Cloud Operations;$20,28;8,00%;$18,78;$1,50;8,00%
2025-01-13;Monday;Week 3;Month 1;Internal Data Platform;Product Engineering;$57,96;7,00%;$54,17;$3,79;7,00%
2025-01-14;Tuesday;Week 3;Month 1;AI Assistant;AI Engineering;$18,25;11,50%;$16,37;$1,88;11,50%
2025-01-14;Tuesday;Week 3;Month 1;AI Assistant;Business Analytics;$18,85;9,50%;$17,21;$1,64;9,50%
2025-01-14;Tuesday;Week 3;Month 1;AI Assistant;Data Engineering;$11,88;10,50%;$10,75;$1,13;10,50%
2025-01-14;Tuesday;Week 3;Month 1;AI Assistant;Platform / Cloud Operations;$9,32;11,00%;$8,39;$0,92;11,00%
2025-01-14;Tuesday;Week 3;Month 1;AI Assistant;Product Engineering;$5,30;10,00%;$4,81;$0,48;10,00%
2025-01-14;Tuesday;Week 3;Month 1;Analytics Platform;AI Engineering;$68,43;7,00%;$63,95;$4,48;7,00%
2025-01-14;Tuesday;Week 3;Month 1;Analytics Platform;Business Analytics;$160,84;5,00%;$153,18;$7,66;5,00%
2025-01-14;Tuesday;Week 3;Month 1;Analytics Platform;Data Engineering;$7,52;6,00%;$7,10;$0,43;6,00%
2025-01-14;Tuesday;Week 3;Month 1;Analytics Platform;Platform / Cloud Operations;$63,43;6,50%;$59,56;$3,87;6,50%
2025-01-14;Tuesday;Week 3;Month 1;Analytics Platform;Product Engineering;$115,51;5,50%;$109,49;$6,02;5,50%
2025-01-14;Tuesday;Week 3;Month 1;Customer App;AI Engineering;$1,19;5,50%;$1,13;$0,06;5,50%
2025-01-14;Tuesday;Week 3;Month 1;Customer App;Business Analytics;$35,11;3,50%;$33,92;$1,19;3,50%
2025-01-14;Tuesday;Week 3;Month 1;Customer App;Data Engineering;$196,98;4,50%;$188,50;$8,48;4,50%
2025-01-14;Tuesday;Week 3;Month 1;Customer App;Platform / Cloud Operations;$27,65;5,00%;$26,33;$1,32;5,00%
2025-01-14;Tuesday;Week 3;Month 1;Customer App;Product Engineering;$2,13;4,00%;$2,04;$0,08;4,00%
2025-01-14;Tuesday;Week 3;Month 1;Innovation Lab Projects;AI Engineering;$16,99;13,50%;$14,97;$2,02;13,50%
2025-01-14;Tuesday;Week 3;Month 1;Innovation Lab Projects;Business Analytics;$16,90;11,50%;$15,16;$1,74;11,50%
2025-01-14;Tuesday;Week 3;Month 1;Innovation Lab Projects;Data Engineering;$32,54;12,50%;$28,93;$3,62;12,50%
2025-01-14;Tuesday;Week 3;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$128,79;13,00%;$113,97;$14,82;13,00%
2025-01-14;Tuesday;Week 3;Month 1;Innovation Lab Projects;Product Engineering;$81,92;12,00%;$73,14;$8,78;12,00%
2025-01-14;Tuesday;Week 3;Month 1;Internal Data Platform;AI Engineering;$4,42;8,50%;$4,07;$0,35;8,50%
2025-01-14;Tuesday;Week 3;Month 1;Internal Data Platform;Business Analytics;$1,61;6,50%;$1,51;$0,10;6,50%
2025-01-14;Tuesday;Week 3;Month 1;Internal Data Platform;Data Engineering;$2,85;7,50%;$2,65;$0,20;7,50%
2025-01-14;Tuesday;Week 3;Month 1;Internal Data Platform;Platform / Cloud Operations;$26,92;8,00%;$24,92;$1,99;8,00%
2025-01-14;Tuesday;Week 3;Month 1;Internal Data Platform;Product Engineering;$151,23;7,00%;$141,33;$9,89;7,00%
2025-01-15;Wednesday;Week 3;Month 1;AI Assistant;AI Engineering;$22,71;11,50%;$20,37;$2,34;11,50%
2025-01-15;Wednesday;Week 3;Month 1;AI Assistant;Business Analytics;$20,03;9,50%;$18,30;$1,74;9,50%
2025-01-15;Wednesday;Week 3;Month 1;AI Assistant;Data Engineering;$5,88;10,50%;$5,32;$0,56;10,50%
2025-01-15;Wednesday;Week 3;Month 1;AI Assistant;Platform / Cloud Operations;$9,03;11,00%;$8,13;$0,89;11,00%
2025-01-15;Wednesday;Week 3;Month 1;AI Assistant;Product Engineering;$0,71;10,00%;$0,64;$0,06;10,00%
2025-01-15;Wednesday;Week 3;Month 1;Analytics Platform;AI Engineering;$18,47;7,00%;$17,26;$1,21;7,00%
2025-01-15;Wednesday;Week 3;Month 1;Analytics Platform;Business Analytics;$193,96;5,00%;$184,73;$9,24;5,00%
2025-01-15;Wednesday;Week 3;Month 1;Analytics Platform;Data Engineering;$124,89;6,00%;$117,82;$7,07;6,00%
2025-01-15;Wednesday;Week 3;Month 1;Analytics Platform;Platform / Cloud Operations;$19,90;6,50%;$18,68;$1,21;6,50%
2025-01-15;Wednesday;Week 3;Month 1;Analytics Platform;Product Engineering;$26,74;5,50%;$25,35;$1,39;5,50%
2025-01-15;Wednesday;Week 3;Month 1;Customer App;AI Engineering;$0,66;5,50%;$0,62;$0,03;5,50%
2025-01-15;Wednesday;Week 3;Month 1;Customer App;Business Analytics;$197,93;3,50%;$191,23;$6,69;3,50%
2025-01-15;Wednesday;Week 3;Month 1;Customer App;Data Engineering;$24,02;4,50%;$22,99;$1,03;4,50%
2025-01-15;Wednesday;Week 3;Month 1;Customer App;Platform / Cloud Operations;$3,22;5,00%;$3,07;$0,15;5,00%
2025-01-15;Wednesday;Week 3;Month 1;Customer App;Product Engineering;$1,07;4,00%;$1,03;$0,04;4,00%
2025-01-15;Wednesday;Week 3;Month 1;Innovation Lab Projects;AI Engineering;$24,33;13,50%;$21,43;$2,89;13,50%
2025-01-15;Wednesday;Week 3;Month 1;Innovation Lab Projects;Business Analytics;$1,79;11,50%;$1,61;$0,18;11,50%
2025-01-15;Wednesday;Week 3;Month 1;Innovation Lab Projects;Data Engineering;$168,06;12,50%;$149,39;$18,67;12,50%
2025-01-15;Wednesday;Week 3;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$62,53;13,00%;$55,33;$7,19;13,00%
2025-01-15;Wednesday;Week 3;Month 1;Innovation Lab Projects;Product Engineering;$2,67;12,00%;$2,38;$0,29;12,00%
2025-01-15;Wednesday;Week 3;Month 1;Internal Data Platform;AI Engineering;$22,65;8,50%;$20,87;$1,77;8,50%
2025-01-15;Wednesday;Week 3;Month 1;Internal Data Platform;Business Analytics;$6,27;6,50%;$5,89;$0,38;6,50%
2025-01-15;Wednesday;Week 3;Month 1;Internal Data Platform;Data Engineering;$132,30;7,50%;$123,07;$9,23;7,50%
2025-01-15;Wednesday;Week 3;Month 1;Internal Data Platform;Platform / Cloud Operations;$11,18;8,00%;$10,35;$0,83;8,00%
2025-01-15;Wednesday;Week 3;Month 1;Internal Data Platform;Product Engineering;$4,21;7,00%;$3,94;$0,28;7,00%
2025-01-16;Thursday;Week 3;Month 1;AI Assistant;AI Engineering;$16,51;11,50%;$14,81;$1,70;11,50%
2025-01-16;Thursday;Week 3;Month 1;AI Assistant;Business Analytics;$74,83;9,50%;$68,34;$6,49;9,50%
2025-01-16;Thursday;Week 3;Month 1;AI Assistant;Data Engineering;$71,21;10,50%;$64,44;$6,77;10,50%
2025-01-16;Thursday;Week 3;Month 1;AI Assistant;Platform / Cloud Operations;$49,84;11,00%;$44,90;$4,94;11,00%
2025-01-16;Thursday;Week 3;Month 1;AI Assistant;Product Engineering;$7,05;10,00%;$6,41;$0,64;10,00%
2025-01-16;Thursday;Week 3;Month 1;Analytics Platform;AI Engineering;$3,67;7,00%;$3,43;$0,24;7,00%
2025-01-16;Thursday;Week 3;Month 1;Analytics Platform;Business Analytics;$166,72;5,00%;$158,78;$7,94;5,00%
2025-01-16;Thursday;Week 3;Month 1;Analytics Platform;Data Engineering;$1,03;6,00%;$0,98;$0,06;6,00%
2025-01-16;Thursday;Week 3;Month 1;Analytics Platform;Platform / Cloud Operations;$15,69;6,50%;$14,73;$0,96;6,50%
2025-01-16;Thursday;Week 3;Month 1;Analytics Platform;Product Engineering;$11,65;5,50%;$11,05;$0,61;5,50%
2025-01-16;Thursday;Week 3;Month 1;Customer App;AI Engineering;$15,72;5,50%;$14,90;$0,82;5,50%
2025-01-16;Thursday;Week 3;Month 1;Customer App;Business Analytics;$8,90;3,50%;$8,59;$0,30;3,50%
2025-01-16;Thursday;Week 3;Month 1;Customer App;Data Engineering;$7,67;4,50%;$7,34;$0,33;4,50%
2025-01-16;Thursday;Week 3;Month 1;Customer App;Platform / Cloud Operations;$1,57;5,00%;$1,50;$0,07;5,00%
2025-01-16;Thursday;Week 3;Month 1;Customer App;Product Engineering;$129,49;4,00%;$124,51;$4,98;4,00%
2025-01-16;Thursday;Week 3;Month 1;Innovation Lab Projects;AI Engineering;$130,48;13,50%;$114,96;$15,52;13,50%
2025-01-16;Thursday;Week 3;Month 1;Innovation Lab Projects;Business Analytics;$17,77;11,50%;$15,94;$1,83;11,50%
2025-01-16;Thursday;Week 3;Month 1;Innovation Lab Projects;Data Engineering;$12,83;12,50%;$11,41;$1,43;12,50%
2025-01-16;Thursday;Week 3;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$188,03;13,00%;$166,40;$21,63;13,00%
2025-01-16;Thursday;Week 3;Month 1;Innovation Lab Projects;Product Engineering;$0,82;12,00%;$0,73;$0,09;12,00%
2025-01-16;Thursday;Week 3;Month 1;Internal Data Platform;AI Engineering;$4,86;8,50%;$4,48;$0,38;8,50%
2025-01-16;Thursday;Week 3;Month 1;Internal Data Platform;Business Analytics;$4,82;6,50%;$4,53;$0,29;6,50%
2025-01-16;Thursday;Week 3;Month 1;Internal Data Platform;Data Engineering;$33,15;7,50%;$30,84;$2,31;7,50%
2025-01-16;Thursday;Week 3;Month 1;Internal Data Platform;Platform / Cloud Operations;$169,52;8,00%;$156,96;$12,56;8,00%
2025-01-16;Thursday;Week 3;Month 1;Internal Data Platform;Product Engineering;$33,04;7,00%;$30,88;$2,16;7,00%
2025-01-17;Friday;Week 3;Month 1;AI Assistant;AI Engineering;$8,10;11,50%;$7,27;$0,84;11,50%
2025-01-17;Friday;Week 3;Month 1;AI Assistant;Business Analytics;$59,16;9,50%;$54,02;$5,13;9,50%
2025-01-17;Friday;Week 3;Month 1;AI Assistant;Data Engineering;$6,13;10,50%;$5,54;$0,58;10,50%
2025-01-17;Friday;Week 3;Month 1;AI Assistant;Platform / Cloud Operations;$5,11;11,00%;$4,61;$0,51;11,00%
2025-01-17;Friday;Week 3;Month 1;AI Assistant;Product Engineering;$2,65;10,00%;$2,41;$0,24;10,00%
2025-01-17;Friday;Week 3;Month 1;Analytics Platform;AI Engineering;$1,31;7,00%;$1,22;$0,09;7,00%
2025-01-17;Friday;Week 3;Month 1;Analytics Platform;Business Analytics;$1,66;5,00%;$1,58;$0,08;5,00%
2025-01-17;Friday;Week 3;Month 1;Analytics Platform;Data Engineering;$88,06;6,00%;$83,07;$4,98;6,00%
2025-01-17;Friday;Week 3;Month 1;Analytics Platform;Platform / Cloud Operations;$2,94;6,50%;$2,76;$0,18;6,50%
2025-01-17;Friday;Week 3;Month 1;Analytics Platform;Product Engineering;$20,09;5,50%;$19,04;$1,05;5,50%
2025-01-17;Friday;Week 3;Month 1;Customer App;AI Engineering;$78,89;5,50%;$74,78;$4,11;5,50%
2025-01-17;Friday;Week 3;Month 1;Customer App;Business Analytics;$191,65;3,50%;$185,17;$6,48;3,50%
2025-01-17;Friday;Week 3;Month 1;Customer App;Data Engineering;$4,90;4,50%;$4,69;$0,21;4,50%
2025-01-17;Friday;Week 3;Month 1;Customer App;Platform / Cloud Operations;$200,95;5,00%;$191,38;$9,57;5,00%
2025-01-17;Friday;Week 3;Month 1;Customer App;Product Engineering;$4,54;4,00%;$4,37;$0,17;4,00%
2025-01-17;Friday;Week 3;Month 1;Innovation Lab Projects;AI Engineering;$149,02;13,50%;$131,30;$17,73;13,50%
2025-01-17;Friday;Week 3;Month 1;Innovation Lab Projects;Business Analytics;$99,11;11,50%;$88,89;$10,22;11,50%
2025-01-17;Friday;Week 3;Month 1;Innovation Lab Projects;Data Engineering;$4,76;12,50%;$4,23;$0,53;12,50%
2025-01-17;Friday;Week 3;Month 1;Innovation Lab Projects;Platform / Cloud Operations;$125,99;13,00%;$111,50;$14,49;13,00%
2025-01-17;Friday;Week 3;Month 1;Innovation Lab Projects;Product Engineering;$145,30;12,00%;$129,73;$15,57;12,00%
2025-01-17;Friday;Week 3;Month 1;Internal Data Platform;AI Engineering;$0,56;8,50%;$0,52;$0,04;8,50%
2025-01-17;Friday;Week 3;Month 1;Internal Data Platform;Business Analytics;$85,27;6,50%;$80,06;$5,20;6,50%
2025-01-17;Friday;Week 3;Month 1;Internal Data Platform;Data Engineering;$81,00;7,50%;$75,35;$5,65;7,50%
2025-01-17;Friday;Week 3;Month 1;Internal Data Platform;Platform / Cloud Operations;$2,83;8,00%;$2,62;$0,21;8,00%
2025-01-17;Friday;Week 3;Month 1;Internal Data Platform;Product Engineering;$188,22;7,00%;$175,90;$12,31;7,00%
2025-01-18;Saturday;Week 3;Month 1;AI Assistant;AI Engineering;$8,69;11,50%;$7,79;$0,90;11,50%
2025-01-18;Saturday;Week 3;Month 1;AI Assistant;Business Analytics;$55,00;9,50%;$50,23;$4,77;9,50%
2025-01-18;Saturday;Week 3;Month 1;AI Assistant;Data Engineering;$3,25;10,50%;$2,94;$0,31;10,50%
2025-01-18;Saturday;Week 3;Month 1;AI Assistant;Platform / Cloud Operations;$147,59;11,00%;$132,96;$14,63;11,00%
