date,day,week,month,product,division,Actual Cost,Date,Day,Week,Month,Product,Division,Allocated Budget ($),Actual Cost ($),Variance ($),Variance %,Target Overage vs Budget %,Variance Recomputed,Variance % Recomputed
2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Business Analytics,6.66978,2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Business Analytics,5.98,6.67,0.69,11.5,11.5,0.6897799999999998,11.534782608695648
2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Data Engineering,154.44996980000002,2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Data Engineering,137.29,154.45,17.16,12.5,12.5,17.159969800000027,12.499067521305287
2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Platform / Cloud Operations,23.971302200000004,2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Platform / Cloud Operations,21.21,23.97,2.76,13.0,13.0,2.761302200000003,13.01886940122585
2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Product Engineering,13.89477,2025-01-05,Sunday,Week 1,Month 1,Innovation Lab Projects,Product Engineering,12.41,13.89,1.49,12.0,12.0,1.4847699999999993,11.964302981466552
2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,AI Engineering,38.56854,2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,AI Engineering,35.55,38.57,3.02,8.5,8.5,3.0185400000000016,8.490970464135026
2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Business Analytics,1.1543112,2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Business Analytics,1.08,1.15,0.07,6.5,6.5,0.07431119999999991,6.8806666666666585
2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Data Engineering,191.00014,2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Data Engineering,177.67,191.0,13.33,7.5,7.5,13.33014,7.5027522935779825
2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Platform / Cloud Operations,10.776100000000001,2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Platform / Cloud Operations,9.98,10.78,0.8,8.0,8.0,0.7961000000000009,7.9769539078156395
2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Product Engineering,20.085963,2025-01-05,Sunday,Week 1,Month 1,Internal Data Platform,Product Engineering,18.77,20.09,1.31,7.0,7.0,1.315963,7.01099094299414
2025-01-06,Monday,Week 1,Month 1,AI Assistant,AI Engineering,2.0324956,2025-01-06,Monday,Week 1,Month 1,AI Assistant,AI Engineering,1.82,2.03,0.21,11.5,11.5,0.21249559999999978,11.675582417582406
2025-01-06,Monday,Week 1,Month 1,AI Assistant,Business Analytics,89.5256356,2025-01-06,Monday,Week 1,Month 1,AI Assistant,Business Analytics,81.76,89.53,7.77,9.5,9.5,7.765635599999996,9.498086594911932
2025-01-06,Monday,Week 1,Month 1,AI Assistant,Data Engineering,1.1913,2025-01-06,Monday,Week 1,Month 1,AI Assistant,Data Engineering,1.08,1.19,0.11,10.5,10.5,0.11129999999999995,10.305555555555552
2025-01-06,Monday,Week 1,Month 1,AI Assistant,Platform / Cloud Operations,12.4762184,2025-01-06,Monday,Week 1,Month 1,AI Assistant,Platform / Cloud Operations,11.24,12.48,1.24,11.0,11.0,1.2362184000000003,10.998384341637014
2025-01-06,Monday,Week 1,Month 1,AI Assistant,Product Engineering,13.5562842,2025-01-06,Monday,Week 1,Month 1,AI Assistant,Product Engineering,12.32,13.56,1.23,10.0,10.0,1.2362842,10.03477435064935
2025-01-06,Monday,Week 1,Month 1,Analytics Platform,AI Engineering,78.71419999999999,2025-01-06,Monday,Week 1,Month 1,Analytics Platform,AI Engineering,73.56,78.71,5.15,7.0,7.0,5.154199999999989,7.0067971723762765
2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Business Analytics,155.04680000000002,2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Business Analytics,147.66,155.05,7.38,5.0,5.0,7.386800000000022,5.002573479615348
2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Data Engineering,10.5652,2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Data Engineering,9.97,10.57,0.6,6.0,6.0,0.5952000000000002,5.969909729187564
2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Platform / Cloud Operations,121.93113000000001,2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Platform / Cloud Operations,114.49,121.93,7.44,6.5,6.5,7.441130000000015,6.499371124115657
2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Product Engineering,3.192,2025-01-06,Monday,Week 1,Month 1,Analytics Platform,Product Engineering,3.03,3.19,0.17,5.5,5.5,0.16200000000000037,5.346534653465359
2025-01-06,Monday,Week 1,Month 1,Customer App,AI Engineering,21.591171600000003,2025-01-06,Monday,Week 1,Month 1,Customer App,AI Engineering,20.47,21.59,1.13,5.5,5.5,1.1211716000000038,5.47714509037618
2025-01-06,Monday,Week 1,Month 1,Customer App,Business Analytics,16.8835,2025-01-06,Monday,Week 1,Month 1,Customer App,Business Analytics,16.31,16.88,0.57,3.5,3.5,0.5735000000000028,3.5162477007970745
2025-01-06,Monday,Week 1,Month 1,Customer App,Data Engineering,95.4144,2025-01-06,Monday,Week 1,Month 1,Customer App,Data Engineering,91.31,95.41,4.11,4.5,4.5,4.104399999999998,4.495016975139633
2025-01-06,Monday,Week 1,Month 1,Customer App,Platform / Cloud Operations,4.1025442000000005,2025-01-06,Monday,Week 1,Month 1,Customer App,Platform / Cloud Operations,3.91,4.1,0.2,5.0,5.0,0.1925442000000004,4.9244040920716206
2025-01-06,Monday,Week 1,Month 1,Customer App,Product Engineering,17.128800000000002,2025-01-06,Monday,Week 1,Month 1,Customer App,Product Engineering,16.47,17.13,0.66,4.0,4.0,0.6588000000000029,4.000000000000018
2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,AI Engineering,3.26522,2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,AI Engineering,2.88,3.27,0.39,13.5,13.5,0.3852199999999999,13.375694444444441
2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Business Analytics,190.3395434,2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Business Analytics,170.71,190.34,19.63,11.5,11.5,19.62954339999999,11.498765977388546
2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Data Engineering,4.9683092,2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Data Engineering,4.42,4.97,0.55,12.5,12.5,0.5483092000000003,12.405185520361997
2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Platform / Cloud Operations,164.7895,2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Platform / Cloud Operations,145.83,164.79,18.96,13.0,13.0,18.95949999999999,13.00109716793526
2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Product Engineering,0.8333826,2025-01-06,Monday,Week 1,Month 1,Innovation Lab Projects,Product Engineering,0.74,0.83,0.09,12.0,12.0,0.09338259999999998,12.619270270270269
2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,AI Engineering,0.5915111999999999,2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,AI Engineering,0.55,0.59,0.05,8.5,8.5,0.04151119999999986,7.547490909090883
2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Business Analytics,101.38110999999999,2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Business Analytics,95.19,101.38,6.19,6.5,6.5,6.191109999999995,6.503949994747342
2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Data Engineering,101.8552,2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Data Engineering,94.75,101.86,7.11,7.5,7.5,7.105199999999996,7.498891820580471
2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Platform / Cloud Operations,18.6919772,2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Platform / Cloud Operations,17.31,18.69,1.38,8.0,8.0,1.3819772000000015,7.983692663200472
2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Product Engineering,27.68647,2025-01-06,Monday,Week 1,Month 1,Internal Data Platform,Product Engineering,25.88,27.69,1.81,7.0,7.0,1.806470000000001,6.980177743431224
2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,AI Engineering,143.57479999999998,2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,AI Engineering,128.77,143.57,14.81,11.5,11.5,14.804799999999972,11.497087831016518
2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Business Analytics,9.917980000000002,2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Business Analytics,9.06,9.92,0.86,9.5,9.5,0.8579800000000013,9.469977924944827
2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Data Engineering,186.3,2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Data Engineering,168.6,186.3,17.7,10.5,10.5,17.700000000000017,10.498220640569405
2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Platform / Cloud Operations,98.02280000000002,2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Platform / Cloud Operations,88.31,98.02,9.71,11.0,11.0,9.712800000000016,10.998527913033648
2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Product Engineering,189.06354000000002,2025-01-07,Tuesday,Week 1,Month 1,AI Assistant,Product Engineering,171.88,189.06,17.19,10.0,10.0,17.183540000000022,9.997405166395172
2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,AI Engineering,21.566700000000004,2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,AI Engineering,20.16,21.57,1.41,7.0,7.0,1.4067000000000043,6.977678571428593
2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Business Analytics,104.1836,2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Business Analytics,99.22,104.18,4.96,5.0,5.0,4.9636,5.002620439427535
2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Data Engineering,3.02674,2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Data Engineering,2.86,3.03,0.17,6.0,6.0,0.16674000000000033,5.830069930069942
2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Platform / Cloud Operations,2.5656086000000005,2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Platform / Cloud Operations,2.41,2.57,0.16,6.5,6.5,0.15560860000000032,6.4567883817427525
2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Product Engineering,5.407020200000001,2025-01-07,Tuesday,Week 1,Month 1,Analytics Platform,Product Engineering,5.13,5.41,0.28,5.5,5.5,0.2770202000000008,5.400003898635494
2025-01-07,Tuesday,Week 1,Month 1,Customer App,AI Engineering,127.0351,2025-01-07,Tuesday,Week 1,Month 1,Customer App,AI Engineering,120.41,127.04,6.62,5.5,5.5,6.625100000000003,5.502117764305294
2025-01-07,Tuesday,Week 1,Month 1,Customer App,Business Analytics,23.7031662,2025-01-07,Tuesday,Week 1,Month 1,Customer App,Business Analytics,22.9,23.7,0.8,3.5,3.5,0.8031661999999997,3.50727598253275
2025-01-07,Tuesday,Week 1,Month 1,Customer App,Data Engineering,70.3793652,2025-01-07,Tuesday,Week 1,Month 1,Customer App,Data Engineering,67.35,70.38,3.03,4.5,4.5,3.029365200000001,4.4979438752783985
2025-01-07,Tuesday,Week 1,Month 1,Customer App,Platform / Cloud Operations,17.2152,2025-01-07,Tuesday,Week 1,Month 1,Customer App,Platform / Cloud Operations,16.4,17.22,0.82,5.0,5.0,0.8152000000000008,4.9707317073170785
2025-01-07,Tuesday,Week 1,Month 1,Customer App,Product Engineering,8.18837,2025-01-07,Tuesday,Week 1,Month 1,Customer App,Product Engineering,7.87,8.19,0.31,4.0,4.0,0.3183700000000007,4.0453621346887
2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,AI Engineering,20.0587378,2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,AI Engineering,17.67,20.06,2.39,13.5,13.5,2.3887377999999977,13.51860667798527
2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Business Analytics,17.5776,2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Business Analytics,15.76,17.58,1.81,11.5,11.5,1.8176000000000005,11.53299492385787
2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Data Engineering,2.3424699999999996,2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Data Engineering,2.08,2.34,0.26,12.5,12.5,0.26246999999999954,12.618749999999979
2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Platform / Cloud Operations,6.5504,2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Platform / Cloud Operations,5.8,6.55,0.75,13.0,13.0,0.7504,12.937931034482759
2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Product Engineering,18.0360412,2025-01-07,Tuesday,Week 1,Month 1,Innovation Lab Projects,Product Engineering,16.1,18.04,1.93,12.0,12.0,1.9360411999999982,12.025100621118
2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,AI Engineering,19.335330000000003,2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,AI Engineering,17.82,19.34,1.51,8.5,8.5,1.5153300000000023,8.503535353535366
2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Business Analytics,7.2361286,2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Business Analytics,6.79,7.24,0.44,6.5,6.5,0.44612859999999976,6.570377025036815
2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Data Engineering,198.108,2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Data Engineering,184.29,198.11,13.82,7.5,7.5,13.818000000000012,7.4979651636008535
2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Platform / Cloud Operations,2.5020399999999996,2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Platform / Cloud Operations,2.32,2.5,0.19,8.0,8.0,0.18203999999999976,7.846551724137921
2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Product Engineering,14.639188,2025-01-07,Tuesday,Week 1,Month 1,Internal Data Platform,Product Engineering,13.68,14.64,0.96,7.0,7.0,0.959188000000001,7.01160818713451
2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,AI Engineering,15.93856,2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,AI Engineering,14.29,15.94,1.64,11.5,11.5,1.6485600000000016,11.536459062281327
2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Business Analytics,26.321199999999997,2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Business Analytics,24.04,26.32,2.28,9.5,9.5,2.2811999999999983,9.489184692179695
2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Data Engineering,0.8129352,2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Data Engineering,0.74,0.81,0.08,10.5,10.5,0.07293519999999998,9.856108108108105
2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,14.4552,2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,13.02,14.46,1.43,11.0,11.0,1.4352,11.023041474654379
2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Product Engineering,157.8206018,2025-01-08,Wednesday,Week 2,Month 1,AI Assistant,Product Engineering,143.47,157.82,14.35,10.0,10.0,14.350601799999993,10.002510489997904
2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,AI Engineering,108.29650000000001,2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,AI Engineering,101.21,108.3,7.08,7.0,7.0,7.086500000000015,7.001778480387329
2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Business Analytics,196.4656164,2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Business Analytics,187.11,196.47,9.36,5.0,5.0,9.355616399999974,5.000062209395528
2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Data Engineering,31.6253,2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Data Engineering,29.84,31.63,1.79,6.0,6.0,1.7852999999999994,5.9829088471849845
2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,29.2744,2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Platform / Cloud Operations,27.49,29.27,1.79,6.5,6.5,1.7844000000000015,6.491087668243003
2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Product Engineering,136.620512,2025-01-08,Wednesday,Week 2,Month 1,Analytics Platform,Product Engineering,129.5,136.62,7.12,5.5,5.5,7.120511999999991,5.498464864864857
2025-01-08,Wednesday,Week 2,Month 1,Customer App,AI Engineering,59.0768,2025-01-08,Wednesday,Week 2,Month 1,Customer App,AI Engineering,56.0,59.08,3.08,5.5,5.5,3.0767999999999986,5.494285714285712
2025-01-08,Wednesday,Week 2,Month 1,Customer App,Business Analytics,72.5135,2025-01-08,Wednesday,Week 2,Month 1,Customer App,Business Analytics,70.06,72.51,2.45,3.5,3.5,2.453499999999991,3.5019982871824022
2025-01-08,Wednesday,Week 2,Month 1,Customer App,Data Engineering,191.19758000000002,2025-01-08,Wednesday,Week 2,Month 1,Customer App,Data Engineering,182.96,191.2,8.23,4.5,4.5,8.237580000000008,4.502393965894188
2025-01-08,Wednesday,Week 2,Month 1,Customer App,Platform / Cloud Operations,186.73512200000002,2025-01-08,Wednesday,Week 2,Month 1,Customer App,Platform / Cloud Operations,177.84,186.74,8.89,5.0,5.0,8.895122000000015,5.001755510571308
2025-01-08,Wednesday,Week 2,Month 1,Customer App,Product Engineering,44.506153,2025-01-08,Wednesday,Week 2,Month 1,Customer App,Product Engineering,42.79,44.51,1.71,4.0,4.0,1.7161529999999985,4.0106403365272225
2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,1.634,2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,AI Engineering,1.44,1.63,0.19,13.5,13.5,0.19399999999999995,13.472222222222218
2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,7.91548,2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Business Analytics,7.1,7.92,0.82,11.5,11.5,0.81548,11.485633802816901
2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,1.4513984,2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Data Engineering,1.29,1.45,0.16,12.5,12.5,0.16139839999999994,12.511503875968987
2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,0.9378,2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Platform / Cloud Operations,0.83,0.94,0.11,13.0,13.0,0.1078,12.987951807228917
2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,2.1208292,2025-01-08,Wednesday,Week 2,Month 1,Innovation Lab Projects,Product Engineering,1.89,2.12,0.23,12.0,12.0,0.2308292000000003,12.2131851851852
2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,AI Engineering,1.91776,2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,AI Engineering,1.77,1.92,0.15,8.5,8.5,0.1477599999999999,8.34802259887005
2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Business Analytics,114.75966000000001,2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Business Analytics,107.76,114.76,7.0,6.5,6.5,6.999660000000006,6.4956013363029
2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Data Engineering,45.077600000000004,2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Data Engineering,41.93,45.08,3.14,7.5,7.5,3.147600000000004,7.506797042690208
2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,3.09292,2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Platform / Cloud Operations,2.86,3.09,0.23,8.0,8.0,0.23292000000000002,8.144055944055944
2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Product Engineering,129.89260000000002,2025-01-08,Wednesday,Week 2,Month 1,Internal Data Platform,Product Engineering,121.39,129.89,8.5,7.0,7.0,8.502600000000015,7.004366092758889
2025-01-09,Thursday,Week 2,Month 1,AI Assistant,AI Engineering,6.8198799999999995,2025-01-09,Thursday,Week 2,Month 1,AI Assistant,AI Engineering,6.12,6.82,0.7,11.5,11.5,0.6998799999999994,11.43594771241829
2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Business Analytics,22.1210074,2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Business Analytics,20.2,22.12,1.92,9.5,9.5,1.9210074000000006,9.50993762376238
2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Data Engineering,18.262672799999997,2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Data Engineering,16.53,18.26,1.74,10.5,10.5,1.732672799999996,10.48198911070778
2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,131.3403456,2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Platform / Cloud Operations,118.32,131.34,13.02,11.0,11.0,13.020345600000013,11.00434888438135
2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Product Engineering,2.56736,2025-01-09,Thursday,Week 2,Month 1,AI Assistant,Product Engineering,2.33,2.57,0.23,10.0,10.0,0.2373599999999998,10.187124463519304
